xPair,darkrgb,darkcolorIndex,lightrgb,lightcolorIndex,lightL,lightA,lightB,darkL,darkA,darkB,diffLighting,lightAssoc,darkAssoc,diffRating
685,#512d5f,14,#3efe44,63,88,-78.822,70.972,25,26.274,-23.657,63,0.109144737,0.098684211,0.010460526
686,#512d5f,14,#73cf10,64,75,-53.857,72.28,25,26.274,-23.657,50,0.103815789,0.098684211,0.005131579
687,#512d5f,14,#9af443,65,88,-53.857,72.28,25,26.274,-23.657,63,0.1425,0.098684211,0.043815789
688,#512d5f,14,#aac510,66,75,-28.891,73.589,25,26.274,-23.657,50,0.094210526,0.098684211,-0.004473684
689,#512d5f,14,#d0e942,67,88,-28.891,73.589,25,26.274,-23.657,63,0.120657895,0.098684211,0.021973684
690,#512d5f,14,#d5b811,68,75,-3.9252,74.897,25,26.274,-23.657,50,0.068157895,0.098684211,-0.030526316
691,#512d5f,14,#fcdb42,69,88,-3.9252,74.897,25,26.274,-23.657,63,0.078618421,0.098684211,-0.020065789
692,#512d5f,14,#fba714,70,75,21.041,76.206,25,26.274,-23.657,50,0.046710526,0.098684211,-0.051973684
693,#90689f,15,#d5a9e4,16,75,26.274,-23.657,50,26.274,-23.657,25,0.292434211,0.165460526,0.126973684
694,#72005e,17,#90689f,15,50,26.274,-23.657,25,51.24,-22.349,25,0.165460526,0.045,0.120460526
695,#90689f,15,#39f6e0,20,88,-49.931,-2.6168,50,26.274,-23.657,38,0.703947368,0.165460526,0.538486842
696,#90689f,15,#7ec6ba,22,75,-24.966,-1.3084,50,26.274,-23.657,25,0.748881579,0.165460526,0.583421053
697,#90689f,15,#a2eade,23,88,-24.966,-1.3084,50,26.274,-23.657,38,0.829473684,0.165460526,0.664013158
698,#000000,24,#90689f,15,50,26.274,-23.657,0,0,0,50,0.165460526,0.070789474,0.094671053
699,#3b3b3b,25,#90689f,15,50,26.274,-23.657,25,0,0,25,0.165460526,0.281315789,-0.115855263
700,#90689f,15,#b9b9b9,27,75,0,0,50,26.274,-23.657,25,0.778881579,0.165460526,0.613421053
701,#90689f,15,#ffffff,28,100,0,0,50,26.274,-23.657,50,0.864671053,0.165460526,0.699210526
702,#90689f,15,#dddddd,29,88,0,0,50,26.274,-23.657,38,0.877763158,0.165460526,0.712302632
703,#5e2b3a,30,#90689f,15,50,26.274,-23.657,25,24.966,1.3084,25,0.165460526,0.040263158,0.125197368
704,#90689f,15,#e6a8b7,32,75,24.966,1.3084,50,26.274,-23.657,25,0.175197368,0.165460526,0.009736842
705,#90689f,15,#4bcf8e,35,75,-51.24,22.349,50,26.274,-23.657,25,0.445789474,0.165460526,0.280328947
706,#90689f,15,#73f5b0,36,88,-51.24,22.349,50,26.274,-23.657,38,0.526315789,0.165460526,0.360855263
707,#184415,37,#90689f,15,50,26.274,-23.657,25,-26.274,23.657,25,0.165460526,0.059144737,0.106315789
708,#90689f,15,#96c58c,39,75,-26.274,23.657,50,26.274,-23.657,25,0.374934211,0.165460526,0.209473684
709,#90689f,15,#baeaaf,40,88,-26.274,23.657,50,26.274,-23.657,38,0.533815789,0.165460526,0.368355263
710,#443b14,41,#90689f,15,50,26.274,-23.657,25,-1.3084,24.966,25,0.165460526,0.055723684,0.109736842
711,#90689f,15,#c7b88b,43,75,-1.3084,24.966,50,26.274,-23.657,25,0.360921053,0.165460526,0.195460526
712,#90689f,15,#eddcad,44,88,-1.3084,24.966,50,26.274,-23.657,38,0.439671053,0.165460526,0.274210526
713,#632b14,45,#90689f,15,50,26.274,-23.657,25,23.657,26.274,25,0.165460526,0.038223684,0.127236842
714,#90689f,15,#f1a78a,47,75,23.657,26.274,50,26.274,-23.657,25,0.124078947,0.165460526,-0.041381579
715,#90689f,15,#67cf5c,51,75,-52.548,47.315,50,26.274,-23.657,25,0.200789474,0.165460526,0.035328947
716,#90689f,15,#8cf47e,52,88,-52.548,47.315,50,26.274,-23.657,38,0.273421053,0.165460526,0.107960526
717,#90689f,15,#a3c55b,54,75,-27.583,48.623,50,26.274,-23.657,25,0.169671053,0.165460526,0.004210526
718,#90689f,15,#c8e97d,55,88,-27.583,48.623,50,26.274,-23.657,38,0.254539474,0.165460526,0.089078947
719,#90689f,15,#d0b85a,57,75,-2.6168,49.931,50,26.274,-23.657,25,0.146973684,0.165460526,-0.018486842
720,#90689f,15,#f7db7c,58,88,-2.6168,49.931,50,26.274,-23.657,38,0.201578947,0.165460526,0.036118421
721,#90689f,15,#f7a75a,60,75,22.349,51.24,50,26.274,-23.657,25,0.105526316,0.165460526,-0.059934211
722,#90689f,15,#3efe44,63,88,-78.822,70.972,50,26.274,-23.657,38,0.109144737,0.165460526,-0.056315789
723,#90689f,15,#73cf10,64,75,-53.857,72.28,50,26.274,-23.657,25,0.103815789,0.165460526,-0.061644737
724,#90689f,15,#9af443,65,88,-53.857,72.28,50,26.274,-23.657,38,0.1425,0.165460526,-0.022960526
725,#90689f,15,#aac510,66,75,-28.891,73.589,50,26.274,-23.657,25,0.094210526,0.165460526,-0.07125
726,#90689f,15,#d0e942,67,88,-28.891,73.589,50,26.274,-23.657,38,0.120657895,0.165460526,-0.044802632
727,#90689f,15,#d5b811,68,75,-3.9252,74.897,50,26.274,-23.657,25,0.068157895,0.165460526,-0.097302632
728,#90689f,15,#fcdb42,69,88,-3.9252,74.897,50,26.274,-23.657,38,0.078618421,0.165460526,-0.086842105
729,#90689f,15,#fba714,70,75,21.041,76.206,50,26.274,-23.657,25,0.046710526,0.165460526,-0.11875
730,#72005e,17,#d5a9e4,16,75,26.274,-23.657,25,51.24,-22.349,50,0.292434211,0.045,0.247434211
731,#b8509e,18,#d5a9e4,16,75,26.274,-23.657,50,51.24,-22.349,25,0.292434211,0.093421053,0.199013158
732,#db1f9d,19,#d5a9e4,16,75,26.274,-23.657,50,76.206,-21.041,25,0.292434211,0.040723684,0.251710526
733,#d5a9e4,16,#39f6e0,20,88,-49.931,-2.6168,75,26.274,-23.657,13,0.703947368,0.292434211,0.411513158
734,#3b8378,21,#d5a9e4,16,75,26.274,-23.657,50,-24.966,-1.3084,25,0.292434211,0.515328947,-0.222894737
735,#d5a9e4,16,#a2eade,23,88,-24.966,-1.3084,75,26.274,-23.657,13,0.829473684,0.292434211,0.537039474
736,#000000,24,#d5a9e4,16,75,26.274,-23.657,0,0,0,75,0.292434211,0.070789474,0.221644737
737,#3b3b3b,25,#d5a9e4,16,75,26.274,-23.657,25,0,0,50,0.292434211,0.281315789,0.011118421
738,#777777,26,#d5a9e4,16,75,26.274,-23.657,50,0,0,25,0.292434211,0.515723684,-0.223289474
739,#d5a9e4,16,#ffffff,28,100,0,0,75,26.274,-23.657,25,0.864671053,0.292434211,0.572236842
740,#d5a9e4,16,#dddddd,29,88,0,0,75,26.274,-23.657,13,0.877763158,0.292434211,0.585328947
741,#5e2b3a,30,#d5a9e4,16,75,26.274,-23.657,25,24.966,1.3084,50,0.292434211,0.040263158,0.252171053
742,#a06776,31,#d5a9e4,16,75,26.274,-23.657,50,24.966,1.3084,25,0.292434211,0.093815789,0.198618421
743,#c34f74,33,#d5a9e4,16,75,26.274,-23.657,50,49.931,2.6168,25,0.292434211,0.071578947,0.220855263
744,#e31b73,34,#d5a9e4,16,75,26.274,-23.657,50,74.897,3.9252,25,0.292434211,0.033289474,0.259144737
745,#d5a9e4,16,#73f5b0,36,88,-51.24,22.349,75,26.274,-23.657,13,0.526315789,0.292434211,0.233881579
746,#184415,37,#d5a9e4,16,75,26.274,-23.657,25,-26.274,23.657,50,0.292434211,0.059144737,0.233289474
747,#55824d,38,#d5a9e4,16,75,26.274,-23.657,50,-26.274,23.657,25,0.292434211,0.170526316,0.121907895
748,#d5a9e4,16,#baeaaf,40,88,-26.274,23.657,75,26.274,-23.657,13,0.533815789,0.292434211,0.241381579
749,#443b14,41,#d5a9e4,16,75,26.274,-23.657,25,-1.3084,24.966,50,0.292434211,0.055723684,0.236710526
750,#83764c,42,#d5a9e4,16,75,26.274,-23.657,50,-1.3084,24.966,25,0.292434211,0.13375,0.158684211
751,#d5a9e4,16,#eddcad,44,88,-1.3084,24.966,75,26.274,-23.657,13,0.439671053,0.292434211,0.147236842
752,#632b14,45,#d5a9e4,16,75,26.274,-23.657,25,23.657,26.274,50,0.292434211,0.038223684,0.254210526
753,#a8664b,46,#d5a9e4,16,75,26.274,-23.657,50,23.657,26.274,25,0.292434211,0.053223684,0.239210526
754,#c94e4b,48,#d5a9e4,16,75,26.274,-23.657,50,48.623,27.583,25,0.292434211,0.044276316,0.248157895
755,#e81a4b,49,#d5a9e4,16,75,26.274,-23.657,50,73.589,28.891,25,0.292434211,0.015921053,0.276513158
756,#0e8a19,50,#d5a9e4,16,75,26.274,-23.657,50,-52.548,47.315,25,0.292434211,0.088815789,0.203618421
757,#d5a9e4,16,#8cf47e,52,88,-52.548,47.315,75,26.274,-23.657,13,0.273421053,0.292434211,-0.019013158
758,#608218,53,#d5a9e4,16,75,26.274,-23.657,50,-27.583,48.623,25,0.292434211,0.079868421,0.212565789
759,#d5a9e4,16,#c8e97d,55,88,-27.583,48.623,75,26.274,-23.657,13,0.254539474,0.292434211,-0.037894737
760,#897618,56,#d5a9e4,16,75,26.274,-23.657,50,-2.6168,49.931,25,0.292434211,0.046513158,0.245921053
761,#d5a9e4,16,#f7db7c,58,88,-2.6168,49.931,75,26.274,-23.657,13,0.201578947,0.292434211,-0.090855263
762,#ac6619,59,#d5a9e4,16,75,26.274,-23.657,50,22.349,51.24,25,0.292434211,0.066052632,0.226381579
763,#cc4f1b,61,#d5a9e4,16,75,26.274,-23.657,50,47.315,52.548,25,0.292434211,0.031184211,0.26125
764,#ea1d1d,62,#d5a9e4,16,75,26.274,-23.657,50,72.28,53.857,25,0.292434211,0.017039474,0.275394737
765,#d5a9e4,16,#3efe44,63,88,-78.822,70.972,75,26.274,-23.657,13,0.109144737,0.292434211,-0.183289474
766,#d5a9e4,16,#9af443,65,88,-53.857,72.28,75,26.274,-23.657,13,0.1425,0.292434211,-0.149934211
767,#d5a9e4,16,#d0e942,67,88,-28.891,73.589,75,26.274,-23.657,13,0.120657895,0.292434211,-0.171776316
768,#d5a9e4,16,#fcdb42,69,88,-3.9252,74.897,75,26.274,-23.657,13,0.078618421,0.292434211,-0.213815789
769,#72005e,17,#b8509e,18,50,51.24,-22.349,25,51.24,-22.349,25,0.093421053,0.045,0.048421053
770,#72005e,17,#db1f9d,19,50,76.206,-21.041,25,51.24,-22.349,25,0.040723684,0.045,-0.004276316
771,#72005e,17,#39f6e0,20,88,-49.931,-2.6168,25,51.24,-22.349,63,0.703947368,0.045,0.658947368
772,#72005e,17,#3b8378,21,50,-24.966,-1.3084,25,51.24,-22.349,25,0.515328947,0.045,0.470328947
773,#72005e,17,#7ec6ba,22,75,-24.966,-1.3084,25,51.24,-22.349,50,0.748881579,0.045,0.703881579
774,#72005e,17,#a2eade,23,88,-24.966,-1.3084,25,51.24,-22.349,63,0.829473684,0.045,0.784473684
775,#000000,24,#72005e,17,25,51.24,-22.349,0,0,0,25,0.045,0.070789474,-0.025789474
776,#72005e,17,#777777,26,50,0,0,25,51.24,-22.349,25,0.515723684,0.045,0.470723684
777,#72005e,17,#b9b9b9,27,75,0,0,25,51.24,-22.349,50,0.778881579,0.045,0.733881579
778,#72005e,17,#ffffff,28,100,0,0,25,51.24,-22.349,75,0.864671053,0.045,0.819671053
779,#72005e,17,#dddddd,29,88,0,0,25,51.24,-22.349,63,0.877763158,0.045,0.832763158
780,#72005e,17,#a06776,31,50,24.966,1.3084,25,51.24,-22.349,25,0.093815789,0.045,0.048815789
781,#72005e,17,#e6a8b7,32,75,24.966,1.3084,25,51.24,-22.349,50,0.175197368,0.045,0.130197368
782,#72005e,17,#c34f74,33,50,49.931,2.6168,25,51.24,-22.349,25,0.071578947,0.045,0.026578947
783,#72005e,17,#e31b73,34,50,74.897,3.9252,25,51.24,-22.349,25,0.033289474,0.045,-0.011710526
784,#72005e,17,#4bcf8e,35,75,-51.24,22.349,25,51.24,-22.349,50,0.445789474,0.045,0.400789474
785,#72005e,17,#73f5b0,36,88,-51.24,22.349,25,51.24,-22.349,63,0.526315789,0.045,0.481315789
786,#72005e,17,#55824d,38,50,-26.274,23.657,25,51.24,-22.349,25,0.170526316,0.045,0.125526316
787,#72005e,17,#96c58c,39,75,-26.274,23.657,25,51.24,-22.349,50,0.374934211,0.045,0.329934211
788,#72005e,17,#baeaaf,40,88,-26.274,23.657,25,51.24,-22.349,63,0.533815789,0.045,0.488815789
789,#72005e,17,#83764c,42,50,-1.3084,24.966,25,51.24,-22.349,25,0.13375,0.045,0.08875
790,#72005e,17,#c7b88b,43,75,-1.3084,24.966,25,51.24,-22.349,50,0.360921053,0.045,0.315921053
791,#72005e,17,#eddcad,44,88,-1.3084,24.966,25,51.24,-22.349,63,0.439671053,0.045,0.394671053
792,#72005e,17,#a8664b,46,50,23.657,26.274,25,51.24,-22.349,25,0.053223684,0.045,0.008223684
793,#72005e,17,#f1a78a,47,75,23.657,26.274,25,51.24,-22.349,50,0.124078947,0.045,0.079078947
794,#72005e,17,#c94e4b,48,50,48.623,27.583,25,51.24,-22.349,25,0.044276316,0.045,-0.000723684
795,#72005e,17,#e81a4b,49,50,73.589,28.891,25,51.24,-22.349,25,0.015921053,0.045,-0.029078947
796,#72005e,17,#0e8a19,50,50,-52.548,47.315,25,51.24,-22.349,25,0.088815789,0.045,0.043815789
797,#72005e,17,#67cf5c,51,75,-52.548,47.315,25,51.24,-22.349,50,0.200789474,0.045,0.155789474
798,#72005e,17,#8cf47e,52,88,-52.548,47.315,25,51.24,-22.349,63,0.273421053,0.045,0.228421053
799,#72005e,17,#608218,53,50,-27.583,48.623,25,51.24,-22.349,25,0.079868421,0.045,0.034868421
800,#72005e,17,#a3c55b,54,75,-27.583,48.623,25,51.24,-22.349,50,0.169671053,0.045,0.124671053
801,#72005e,17,#c8e97d,55,88,-27.583,48.623,25,51.24,-22.349,63,0.254539474,0.045,0.209539474
802,#72005e,17,#897618,56,50,-2.6168,49.931,25,51.24,-22.349,25,0.046513158,0.045,0.001513158
803,#72005e,17,#d0b85a,57,75,-2.6168,49.931,25,51.24,-22.349,50,0.146973684,0.045,0.101973684
804,#72005e,17,#f7db7c,58,88,-2.6168,49.931,25,51.24,-22.349,63,0.201578947,0.045,0.156578947
805,#72005e,17,#ac6619,59,50,22.349,51.24,25,51.24,-22.349,25,0.066052632,0.045,0.021052632
806,#72005e,17,#f7a75a,60,75,22.349,51.24,25,51.24,-22.349,50,0.105526316,0.045,0.060526316
807,#72005e,17,#cc4f1b,61,50,47.315,52.548,25,51.24,-22.349,25,0.031184211,0.045,-0.013815789
808,#72005e,17,#ea1d1d,62,50,72.28,53.857,25,51.24,-22.349,25,0.017039474,0.045,-0.027960526
809,#72005e,17,#3efe44,63,88,-78.822,70.972,25,51.24,-22.349,63,0.109144737,0.045,0.064144737
810,#72005e,17,#73cf10,64,75,-53.857,72.28,25,51.24,-22.349,50,0.103815789,0.045,0.058815789
811,#72005e,17,#9af443,65,88,-53.857,72.28,25,51.24,-22.349,63,0.1425,0.045,0.0975
812,#72005e,17,#aac510,66,75,-28.891,73.589,25,51.24,-22.349,50,0.094210526,0.045,0.049210526
813,#72005e,17,#d0e942,67,88,-28.891,73.589,25,51.24,-22.349,63,0.120657895,0.045,0.075657895
814,#72005e,17,#d5b811,68,75,-3.9252,74.897,25,51.24,-22.349,50,0.068157895,0.045,0.023157895
815,#72005e,17,#fcdb42,69,88,-3.9252,74.897,25,51.24,-22.349,63,0.078618421,0.045,0.033618421
816,#72005e,17,#fba714,70,75,21.041,76.206,25,51.24,-22.349,50,0.046710526,0.045,0.001710526
817,#b8509e,18,#39f6e0,20,88,-49.931,-2.6168,50,51.24,-22.349,38,0.703947368,0.093421053,0.610526316
818,#b8509e,18,#7ec6ba,22,75,-24.966,-1.3084,50,51.24,-22.349,25,0.748881579,0.093421053,0.655460526
819,#b8509e,18,#a2eade,23,88,-24.966,-1.3084,50,51.24,-22.349,38,0.829473684,0.093421053,0.736052632
820,#000000,24,#b8509e,18,50,51.24,-22.349,0,0,0,50,0.093421053,0.070789474,0.022631579
821,#3b3b3b,25,#b8509e,18,50,51.24,-22.349,25,0,0,25,0.093421053,0.281315789,-0.187894737
822,#b8509e,18,#b9b9b9,27,75,0,0,50,51.24,-22.349,25,0.778881579,0.093421053,0.685460526
823,#b8509e,18,#ffffff,28,100,0,0,50,51.24,-22.349,50,0.864671053,0.093421053,0.77125
824,#b8509e,18,#dddddd,29,88,0,0,50,51.24,-22.349,38,0.877763158,0.093421053,0.784342105
825,#5e2b3a,30,#b8509e,18,50,51.24,-22.349,25,24.966,1.3084,25,0.093421053,0.040263158,0.053157895
826,#b8509e,18,#e6a8b7,32,75,24.966,1.3084,50,51.24,-22.349,25,0.175197368,0.093421053,0.081776316
827,#b8509e,18,#4bcf8e,35,75,-51.24,22.349,50,51.24,-22.349,25,0.445789474,0.093421053,0.352368421
828,#b8509e,18,#73f5b0,36,88,-51.24,22.349,50,51.24,-22.349,38,0.526315789,0.093421053,0.432894737
829,#184415,37,#b8509e,18,50,51.24,-22.349,25,-26.274,23.657,25,0.093421053,0.059144737,0.034276316
830,#b8509e,18,#96c58c,39,75,-26.274,23.657,50,51.24,-22.349,25,0.374934211,0.093421053,0.281513158
831,#b8509e,18,#baeaaf,40,88,-26.274,23.657,50,51.24,-22.349,38,0.533815789,0.093421053,0.440394737
832,#443b14,41,#b8509e,18,50,51.24,-22.349,25,-1.3084,24.966,25,0.093421053,0.055723684,0.037697368
833,#b8509e,18,#c7b88b,43,75,-1.3084,24.966,50,51.24,-22.349,25,0.360921053,0.093421053,0.2675
834,#b8509e,18,#eddcad,44,88,-1.3084,24.966,50,51.24,-22.349,38,0.439671053,0.093421053,0.34625
835,#632b14,45,#b8509e,18,50,51.24,-22.349,25,23.657,26.274,25,0.093421053,0.038223684,0.055197368
836,#b8509e,18,#f1a78a,47,75,23.657,26.274,50,51.24,-22.349,25,0.124078947,0.093421053,0.030657895
837,#b8509e,18,#67cf5c,51,75,-52.548,47.315,50,51.24,-22.349,25,0.200789474,0.093421053,0.107368421
838,#b8509e,18,#8cf47e,52,88,-52.548,47.315,50,51.24,-22.349,38,0.273421053,0.093421053,0.18
839,#b8509e,18,#a3c55b,54,75,-27.583,48.623,50,51.24,-22.349,25,0.169671053,0.093421053,0.07625
840,#b8509e,18,#c8e97d,55,88,-27.583,48.623,50,51.24,-22.349,38,0.254539474,0.093421053,0.161118421
841,#b8509e,18,#d0b85a,57,75,-2.6168,49.931,50,51.24,-22.349,25,0.146973684,0.093421053,0.053552632
842,#b8509e,18,#f7db7c,58,88,-2.6168,49.931,50,51.24,-22.349,38,0.201578947,0.093421053,0.108157895
843,#b8509e,18,#f7a75a,60,75,22.349,51.24,50,51.24,-22.349,25,0.105526316,0.093421053,0.012105263
844,#b8509e,18,#3efe44,63,88,-78.822,70.972,50,51.24,-22.349,38,0.109144737,0.093421053,0.015723684
845,#b8509e,18,#73cf10,64,75,-53.857,72.28,50,51.24,-22.349,25,0.103815789,0.093421053,0.010394737
846,#b8509e,18,#9af443,65,88,-53.857,72.28,50,51.24,-22.349,38,0.1425,0.093421053,0.049078947
847,#b8509e,18,#aac510,66,75,-28.891,73.589,50,51.24,-22.349,25,0.094210526,0.093421053,0.000789474
848,#b8509e,18,#d0e942,67,88,-28.891,73.589,50,51.24,-22.349,38,0.120657895,0.093421053,0.027236842
849,#b8509e,18,#d5b811,68,75,-3.9252,74.897,50,51.24,-22.349,25,0.068157895,0.093421053,-0.025263158
850,#b8509e,18,#fcdb42,69,88,-3.9252,74.897,50,51.24,-22.349,38,0.078618421,0.093421053,-0.014802632
851,#b8509e,18,#fba714,70,75,21.041,76.206,50,51.24,-22.349,25,0.046710526,0.093421053,-0.046710526
852,#db1f9d,19,#39f6e0,20,88,-49.931,-2.6168,50,76.206,-21.041,38,0.703947368,0.040723684,0.663223684
853,#db1f9d,19,#7ec6ba,22,75,-24.966,-1.3084,50,76.206,-21.041,25,0.748881579,0.040723684,0.708157895
854,#db1f9d,19,#a2eade,23,88,-24.966,-1.3084,50,76.206,-21.041,38,0.829473684,0.040723684,0.78875
855,#000000,24,#db1f9d,19,50,76.206,-21.041,0,0,0,50,0.040723684,0.070789474,-0.030065789
856,#3b3b3b,25,#db1f9d,19,50,76.206,-21.041,25,0,0,25,0.040723684,0.281315789,-0.240592105
857,#db1f9d,19,#b9b9b9,27,75,0,0,50,76.206,-21.041,25,0.778881579,0.040723684,0.738157895
858,#db1f9d,19,#ffffff,28,100,0,0,50,76.206,-21.041,50,0.864671053,0.040723684,0.823947368
859,#db1f9d,19,#dddddd,29,88,0,0,50,76.206,-21.041,38,0.877763158,0.040723684,0.837039474
860,#5e2b3a,30,#db1f9d,19,50,76.206,-21.041,25,24.966,1.3084,25,0.040723684,0.040263158,0.000460526
861,#db1f9d,19,#e6a8b7,32,75,24.966,1.3084,50,76.206,-21.041,25,0.175197368,0.040723684,0.134473684
862,#db1f9d,19,#4bcf8e,35,75,-51.24,22.349,50,76.206,-21.041,25,0.445789474,0.040723684,0.405065789
863,#db1f9d,19,#73f5b0,36,88,-51.24,22.349,50,76.206,-21.041,38,0.526315789,0.040723684,0.485592105
864,#184415,37,#db1f9d,19,50,76.206,-21.041,25,-26.274,23.657,25,0.040723684,0.059144737,-0.018421053
865,#db1f9d,19,#96c58c,39,75,-26.274,23.657,50,76.206,-21.041,25,0.374934211,0.040723684,0.334210526
866,#db1f9d,19,#baeaaf,40,88,-26.274,23.657,50,76.206,-21.041,38,0.533815789,0.040723684,0.493092105
867,#443b14,41,#db1f9d,19,50,76.206,-21.041,25,-1.3084,24.966,25,0.040723684,0.055723684,-0.015
868,#db1f9d,19,#c7b88b,43,75,-1.3084,24.966,50,76.206,-21.041,25,0.360921053,0.040723684,0.320197368
869,#db1f9d,19,#eddcad,44,88,-1.3084,24.966,50,76.206,-21.041,38,0.439671053,0.040723684,0.398947368
870,#632b14,45,#db1f9d,19,50,76.206,-21.041,25,23.657,26.274,25,0.040723684,0.038223684,0.0025
871,#db1f9d,19,#f1a78a,47,75,23.657,26.274,50,76.206,-21.041,25,0.124078947,0.040723684,0.083355263
872,#db1f9d,19,#67cf5c,51,75,-52.548,47.315,50,76.206,-21.041,25,0.200789474,0.040723684,0.160065789
873,#db1f9d,19,#8cf47e,52,88,-52.548,47.315,50,76.206,-21.041,38,0.273421053,0.040723684,0.232697368
874,#db1f9d,19,#a3c55b,54,75,-27.583,48.623,50,76.206,-21.041,25,0.169671053,0.040723684,0.128947368
875,#db1f9d,19,#c8e97d,55,88,-27.583,48.623,50,76.206,-21.041,38,0.254539474,0.040723684,0.213815789
876,#db1f9d,19,#d0b85a,57,75,-2.6168,49.931,50,76.206,-21.041,25,0.146973684,0.040723684,0.10625
877,#db1f9d,19,#f7db7c,58,88,-2.6168,49.931,50,76.206,-21.041,38,0.201578947,0.040723684,0.160855263
878,#db1f9d,19,#f7a75a,60,75,22.349,51.24,50,76.206,-21.041,25,0.105526316,0.040723684,0.064802632
879,#db1f9d,19,#3efe44,63,88,-78.822,70.972,50,76.206,-21.041,38,0.109144737,0.040723684,0.068421053
880,#db1f9d,19,#73cf10,64,75,-53.857,72.28,50,76.206,-21.041,25,0.103815789,0.040723684,0.063092105
881,#db1f9d,19,#9af443,65,88,-53.857,72.28,50,76.206,-21.041,38,0.1425,0.040723684,0.101776316
882,#db1f9d,19,#aac510,66,75,-28.891,73.589,50,76.206,-21.041,25,0.094210526,0.040723684,0.053486842
883,#db1f9d,19,#d0e942,67,88,-28.891,73.589,50,76.206,-21.041,38,0.120657895,0.040723684,0.079934211
884,#db1f9d,19,#d5b811,68,75,-3.9252,74.897,50,76.206,-21.041,25,0.068157895,0.040723684,0.027434211
885,#db1f9d,19,#fcdb42,69,88,-3.9252,74.897,50,76.206,-21.041,38,0.078618421,0.040723684,0.037894737
886,#db1f9d,19,#fba714,70,75,21.041,76.206,50,76.206,-21.041,25,0.046710526,0.040723684,0.005986842
887,#3b8378,21,#39f6e0,20,88,-49.931,-2.6168,50,-24.966,-1.3084,38,0.703947368,0.515328947,0.188618421
888,#7ec6ba,22,#39f6e0,20,88,-49.931,-2.6168,75,-24.966,-1.3084,13,0.703947368,0.748881579,-0.044934211
889,#000000,24,#39f6e0,20,88,-49.931,-2.6168,0,0,0,88,0.703947368,0.070789474,0.633157895
890,#3b3b3b,25,#39f6e0,20,88,-49.931,-2.6168,25,0,0,63,0.703947368,0.281315789,0.422631579
891,#777777,26,#39f6e0,20,88,-49.931,-2.6168,50,0,0,38,0.703947368,0.515723684,0.188223684
892,#b9b9b9,27,#39f6e0,20,88,-49.931,-2.6168,75,0,0,13,0.703947368,0.778881579,-0.074934211
893,#39f6e0,20,#ffffff,28,100,0,0,88,-49.931,-2.6168,12,0.864671053,0.703947368,0.160723684
894,#5e2b3a,30,#39f6e0,20,88,-49.931,-2.6168,25,24.966,1.3084,63,0.703947368,0.040263158,0.663684211
895,#a06776,31,#39f6e0,20,88,-49.931,-2.6168,50,24.966,1.3084,38,0.703947368,0.093815789,0.610131579
896,#e6a8b7,32,#39f6e0,20,88,-49.931,-2.6168,75,24.966,1.3084,13,0.703947368,0.175197368,0.52875
897,#c34f74,33,#39f6e0,20,88,-49.931,-2.6168,50,49.931,2.6168,38,0.703947368,0.071578947,0.632368421
898,#e31b73,34,#39f6e0,20,88,-49.931,-2.6168,50,74.897,3.9252,38,0.703947368,0.033289474,0.670657895
899,#4bcf8e,35,#39f6e0,20,88,-49.931,-2.6168,75,-51.24,22.349,13,0.703947368,0.445789474,0.258157895
900,#184415,37,#39f6e0,20,88,-49.931,-2.6168,25,-26.274,23.657,63,0.703947368,0.059144737,0.644802632
901,#55824d,38,#39f6e0,20,88,-49.931,-2.6168,50,-26.274,23.657,38,0.703947368,0.170526316,0.533421053
902,#96c58c,39,#39f6e0,20,88,-49.931,-2.6168,75,-26.274,23.657,13,0.703947368,0.374934211,0.329013158
903,#443b14,41,#39f6e0,20,88,-49.931,-2.6168,25,-1.3084,24.966,63,0.703947368,0.055723684,0.648223684
904,#83764c,42,#39f6e0,20,88,-49.931,-2.6168,50,-1.3084,24.966,38,0.703947368,0.13375,0.570197368
905,#c7b88b,43,#39f6e0,20,88,-49.931,-2.6168,75,-1.3084,24.966,13,0.703947368,0.360921053,0.343026316
906,#632b14,45,#39f6e0,20,88,-49.931,-2.6168,25,23.657,26.274,63,0.703947368,0.038223684,0.665723684
907,#a8664b,46,#39f6e0,20,88,-49.931,-2.6168,50,23.657,26.274,38,0.703947368,0.053223684,0.650723684
908,#f1a78a,47,#39f6e0,20,88,-49.931,-2.6168,75,23.657,26.274,13,0.703947368,0.124078947,0.579868421
909,#c94e4b,48,#39f6e0,20,88,-49.931,-2.6168,50,48.623,27.583,38,0.703947368,0.044276316,0.659671053
910,#e81a4b,49,#39f6e0,20,88,-49.931,-2.6168,50,73.589,28.891,38,0.703947368,0.015921053,0.688026316
911,#0e8a19,50,#39f6e0,20,88,-49.931,-2.6168,50,-52.548,47.315,38,0.703947368,0.088815789,0.615131579
912,#67cf5c,51,#39f6e0,20,88,-49.931,-2.6168,75,-52.548,47.315,13,0.703947368,0.200789474,0.503157895
913,#608218,53,#39f6e0,20,88,-49.931,-2.6168,50,-27.583,48.623,38,0.703947368,0.079868421,0.624078947
914,#a3c55b,54,#39f6e0,20,88,-49.931,-2.6168,75,-27.583,48.623,13,0.703947368,0.169671053,0.534276316
915,#897618,56,#39f6e0,20,88,-49.931,-2.6168,50,-2.6168,49.931,38,0.703947368,0.046513158,0.657434211
916,#d0b85a,57,#39f6e0,20,88,-49.931,-2.6168,75,-2.6168,49.931,13,0.703947368,0.146973684,0.556973684
